ProductID,Category,Sub-Category,ProductName,ProductID_Key
FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,942
FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,943
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",944
OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",945
OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors,946
OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,947
OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,948
FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",949
FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,950
TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,951
OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,952
TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",953
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,954
FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",955
OFF-AR-10002067,Office Supplies,Art,Newell 334,956
OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,957
OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,958
TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,959
OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,960
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,961
OFF-AR-10004078,Office Supplies,Art,Newell 312,962
OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,963
OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,964
TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,965
OFF-AR-10003770,Office Supplies,Art,Newell 340,966
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,967
OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",968
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,969
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,970
TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,971
OFF-PA-10002787,Office Supplies,Paper,Xerox 227,972
OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",973
OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,974
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",975
OFF-LA-10003537,Office Supplies,Labels,Avery 515,976
TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,977
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,978
FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",979
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,980
TEC-PH-10003885,Technology,Phones,Cisco SPA508G,981
TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,982
TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,983
FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",984
FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,985
OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",986
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,987
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,988
OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,989
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,990
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,991
OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,992
OFF-BI-10002393,Office Supplies,Binders,Binder Posts,993
TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,994
OFF-LA-10003223,Office Supplies,Labels,Avery 508,995
OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,996
FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,997
TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,998
OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,999
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,1000
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,1001
FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",1002
FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1003
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",1004
FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",1005
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),1006
OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,1007
OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,1008
TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1009
OFF-LA-10000081,Office Supplies,Labels,Avery 496,1010
OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),1011
OFF-LA-10001297,Office Supplies,Labels,Avery 473,1012
TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,1013
TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,1014
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",1015
OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,1016
TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,1017
TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,1018
FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",1019
OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,1020
OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1021
FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",1022
OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,1023
OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,1024
OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,1025
OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,1026
TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,1027
TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,1028
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1029
OFF-LA-10003190,Office Supplies,Labels,Avery 474,1030
OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",1031
TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,1032
OFF-LA-10001404,Office Supplies,Labels,Avery 517,1033
OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,1034
OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",1035
OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,1036
OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",1037
TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,1038
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",1039
TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,1040
OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,1041
OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",1042
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),1043
OFF-LA-10001474,Office Supplies,Labels,Avery 477,1044
TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,1045
OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,1046
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1047
OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,1048
OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,1049
TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,1050
TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1051
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",1052
OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,1053
TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,1054
OFF-LA-10004178,Office Supplies,Labels,Avery 491,1055
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,1056
TEC-PH-10004094,Technology,Phones,Motorola L703CM,1057
TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,1058
OFF-AR-10003477,Office Supplies,Art,4009 Highlighters,1059
OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,1060
OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,1061
OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1062
OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",1063
TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,1064
OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,1065
OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,1066
OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",1067
OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1068
OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",1069
TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,1070
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",1071
TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,1072
OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,1073
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,1074
FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,1075
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1076
FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,1077
OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,1078
OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,1079
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",1080
OFF-LA-10002195,Office Supplies,Labels,Avery 481,1081
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1082
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,1083
OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",1084
TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,1085
OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,1086
OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,1087
FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",1088
OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,1089
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,1090
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,1091
OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,1092
FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",1093
OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,1094
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,1095
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,1096
OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",1097
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,1098
OFF-LA-10001771,Office Supplies,Labels,Avery 513,1099
TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",1100
OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1101
OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,1102
OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",1103
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,1104
FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",1105
FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,1106
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,1107
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,1108
OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",1109
OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,1110
OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,1111
TEC-PH-10002496,Technology,Phones,Cisco SPA301,1112
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",1113
OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",1114
TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,1115
